2018-10-16_12:42:57,8343.00,24.75
2018-10-16_12:43:04,8327.00,25.00
2018-10-16_12:43:11,8309.00,25.12
2018-10-16_12:43:18,8292.00,25.19
2018-10-16_12:43:26,8304.00,25.25
2018-10-16_12:43:33,8297.00,25.31
2018-10-16_12:43:40,8297.00,25.37
2018-10-16_12:43:48,8300.00,25.44
2018-10-16_12:43:55,8308.00,25.56
2018-10-16_12:44:02,8252.00,25.62
2018-10-16_12:44:09,8278.00,26.19
2018-10-16_12:44:17,8275.00,26.25
2018-10-16_12:44:24,8257.00,26.25
2018-10-16_12:44:31,8234.00,26.31
2018-10-16_12:44:39,8228.00,26.31
2018-10-16_12:44:46,8239.00,26.31
2018-10-16_12:44:53,8248.00,26.37
2018-10-16_12:45:00,8254.00,26.37
2018-10-16_12:45:08,8242.00,26.44
2018-10-16_12:45:15,8279.00,26.44
2018-10-16_12:45:22,8295.00,26.50
2018-10-16_12:45:29,8223.00,26.50
2018-10-16_12:45:37,8270.00,26.56
2018-10-16_12:45:44,8255.00,26.56
2018-10-16_12:45:51,8253.00,26.56
2018-10-16_12:45:59,8299.00,26.50
2018-10-16_12:46:06,8251.00,26.50
2018-10-16_12:46:13,8262.00,26.56
2018-10-16_12:46:20,8270.00,26.56
2018-10-16_12:46:28,8274.00,26.56
2018-10-16_12:46:35,8262.00,26.56
2018-10-16_12:46:42,8239.00,26.56
2018-10-16_12:46:49,8211.00,26.62
2018-10-16_12:46:57,8279.00,26.62
2018-10-16_12:47:04,8305.00,26.62
2018-10-16_12:47:11,8268.00,26.56
2018-10-16_12:47:19,8266.00,26.62
2018-10-16_12:47:26,8268.00,26.62
2018-10-16_12:47:33,8238.00,26.69
2018-10-16_12:47:40,8291.00,26.75
2018-10-16_12:47:48,8257.00,26.75
2018-10-16_12:47:55,8276.00,26.81
2018-10-16_12:48:02,8259.00,26.81
2018-10-16_12:48:10,8260.00,26.87
2018-10-16_12:48:17,8227.00,26.87
2018-10-16_12:48:24,8270.00,26.87
2018-10-16_12:48:31,8240.00,26.87
2018-10-16_12:48:39,8288.00,26.81
2018-10-16_12:48:46,8235.00,26.81
2018-10-16_12:48:53,8165.00,26.75
2018-10-16_12:49:00,8149.00,26.75
2018-10-16_12:49:08,8212.00,26.75
2018-10-16_12:49:15,8167.00,26.87
2018-10-16_12:49:22,8187.00,27.06
2018-10-16_12:49:30,8178.00,27.31
2018-10-16_12:49:37,8155.00,27.50
2018-10-16_12:49:44,8142.00,27.62
2018-10-16_12:49:51,8152.00,27.69
2018-10-16_12:49:59,8160.00,27.81
2018-10-16_12:50:06,8223.00,27.81
2018-10-16_12:50:13,8193.00,27.87
2018-10-16_12:50:20,8223.00,27.94
2018-10-16_12:50:28,8168.00,28.00
2018-10-16_12:50:35,8170.00,28.00
2018-10-16_12:50:42,8220.00,27.94
2018-10-16_12:50:50,8207.00,27.94
2018-10-16_12:50:57,8213.00,27.81
2018-10-16_12:51:04,8178.00,27.75
2018-10-16_12:51:11,8075.00,27.69
2018-10-16_12:51:19,8187.00,27.62
2018-10-16_12:51:26,8169.00,27.56
2018-10-16_12:51:33,8216.00,27.56
2018-10-16_12:51:41,8215.00,27.56
2018-10-16_12:51:48,8195.00,27.62
2018-10-16_12:51:55,8208.00,27.62
2018-10-16_12:52:02,8192.00,27.69
2018-10-16_12:52:10,8148.00,27.69
2018-10-16_12:52:17,8222.00,27.69
2018-10-16_12:52:24,8175.00,27.69
2018-10-16_12:52:31,8203.00,27.69
2018-10-16_12:52:39,8202.00,27.62
2018-10-16_12:52:46,8153.00,27.62
2018-10-16_12:52:53,8173.00,27.62
2018-10-16_12:53:01,8241.00,27.62
2018-10-16_12:53:08,8187.00,27.62
2018-10-16_12:53:15,8209.00,27.62
2018-10-16_12:53:22,8178.00,27.69
2018-10-16_12:53:30,8173.00,27.69
2018-10-16_12:53:37,8207.00,27.69
2018-10-16_12:53:44,8179.00,27.69
2018-10-16_12:53:51,8189.00,27.62
2018-10-16_12:53:59,8190.00,27.69
2018-10-16_12:54:06,8189.00,27.69
2018-10-16_12:54:13,8164.00,27.69
2018-10-16_12:54:21,8201.00,27.62
2018-10-16_12:54:28,8226.00,27.69
2018-10-16_12:54:35,8186.00,27.69
2018-10-16_12:54:42,8158.00,27.69
2018-10-16_12:54:50,8194.00,27.69
2018-10-16_12:54:57,8160.00,27.69
2018-10-16_12:55:04,8168.00,27.69
2018-10-16_12:55:12,8178.00,27.69
2018-10-16_12:55:19,8211.00,27.69
2018-10-16_12:55:26,8182.00,27.69
2018-10-16_12:55:33,8169.00,27.69
2018-10-16_12:55:41,8222.00,27.69
2018-10-16_12:55:48,8172.00,27.69
2018-10-16_12:55:55,8201.00,27.69
2018-10-16_12:56:02,8189.00,27.69
2018-10-16_12:56:10,8149.00,27.69
2018-10-16_12:56:17,8206.00,27.69
2018-10-16_12:56:24,8210.00,27.69
2018-10-16_12:56:32,8177.00,27.69
2018-10-16_12:56:39,8199.00,27.69
2018-10-16_12:56:46,8203.00,27.69
2018-10-16_12:56:53,8165.00,27.69
2018-10-16_12:57:01,8155.00,27.69
2018-10-16_12:57:08,8146.00,27.69
2018-10-16_12:57:15,8142.00,27.69
2018-10-16_12:57:22,8203.00,27.69
2018-10-16_12:57:30,8198.00,27.69
2018-10-16_12:57:37,8181.00,27.69
2018-10-16_12:57:44,8155.00,27.69
2018-10-16_12:57:52,8160.00,27.69
2018-10-16_12:57:59,8210.00,27.69
2018-10-16_12:58:06,8219.00,27.69
2018-10-16_12:58:13,8180.00,27.69
2018-10-16_12:58:21,8185.00,27.69
2018-10-16_12:58:28,8180.00,27.69
2018-10-16_12:58:35,8156.00,27.69
2018-10-16_12:58:43,8170.00,27.69
2018-10-16_12:58:50,8211.00,27.69
2018-10-16_12:58:57,8204.00,27.69
2018-10-16_12:59:04,8174.00,27.69
2018-10-16_12:59:12,8156.00,27.69
2018-10-16_12:59:19,8197.00,27.69
